# mapping_set_id: https://w3id.org/lmodel/iso42001/mappings/iso42001_to_iso27001
# mapping_set_version: 0.1.0
# mapping_set_title: ISO/IEC 42001:2023 to ISO/IEC 27001:2022 Schema Mappings
# mapping_set_description: Schema-level mappings between the ISO/IEC 42001:2023 (AI Management System) and ISO/IEC 27001:2022 (Information Security Management System) LinkML schemas. Both standards share the ISO Annex SL high-level structure, so most management-system classes, slots and harmonised enums align exactly or closely. Domain-specific elements (AI-system risks vs information-security risks, AISystem vs Asset) are recorded with skos:closeMatch or skos:relatedMatch.
# license: https://creativecommons.org/licenses/by/4.0/
# subject_source: https://w3id.org/lmodel/iso42001
# object_source: https://w3id.org/lmodel/iso27001
# mapping_date: 2026-06-01
# curie_map:
#   iso42001: https://w3id.org/lmodel/iso42001/
#   iso27001: https://w3id.org/lmodel/iso27001/
#   owl: http://www.w3.org/2002/07/owl#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
subject_id	subject_label	subject_category	predicate_id	predicate_label	object_id	object_label	object_category	mapping_justification	comment
iso42001:InternalAudit	InternalAudit	owl:Class	skos:exactMatch	exact match	iso27001:InternalAudit	InternalAudit	owl:Class	semapv:LLMBasedMatching	Annex SL Clause 9.2 internal audit
iso42001:AuditProgramme	AuditProgramme	owl:Class	skos:exactMatch	exact match	iso27001:AuditProgramme	AuditProgramme	owl:Class	semapv:LLMBasedMatching	Annex SL Clause 9.2.2 audit programme
iso42001:AuditFinding	AuditFinding	owl:Class	skos:exactMatch	exact match	iso27001:AuditFinding	AuditFinding	owl:Class	semapv:LLMBasedMatching	Audit finding entity used by InternalAudit; identical structure
iso42001:ManagementReview	ManagementReview	owl:Class	skos:exactMatch	exact match	iso27001:ManagementReview	ManagementReview	owl:Class	semapv:LLMBasedMatching	Annex SL Clause 9.3 management review
iso42001:Nonconformity	Nonconformity	owl:Class	skos:exactMatch	exact match	iso27001:Nonconformity	Nonconformity	owl:Class	semapv:LLMBasedMatching	Annex SL Clause 10.2 nonconformity
iso42001:CorrectiveAction	CorrectiveAction	owl:Class	skos:exactMatch	exact match	iso27001:CorrectiveAction	CorrectiveAction	owl:Class	semapv:LLMBasedMatching	Annex SL Clause 10.2 corrective action
iso42001:ImprovementOpportunity	ImprovementOpportunity	owl:Class	skos:exactMatch	exact match	iso27001:ImprovementOpportunity	ImprovementOpportunity	owl:Class	semapv:LLMBasedMatching	Annex SL Clause 10.1 continual-improvement opportunity
iso42001:TopicSpecificPolicy	TopicSpecificPolicy	owl:Class	skos:exactMatch	exact match	iso27001:TopicSpecificPolicy	TopicSpecificPolicy	owl:Class	semapv:LLMBasedMatching	Topic-specific policy abstraction reused identically
iso42001:StatementOfApplicability	StatementOfApplicability	owl:Class	skos:exactMatch	exact match	iso27001:StatementOfApplicability	StatementOfApplicability	owl:Class	semapv:LLMBasedMatching	Statement of Applicability per Clause 6.1.3 d) (both standards adopt the same construct)
iso42001:SoAEntry	SoAEntry	owl:Class	skos:exactMatch	exact match	iso27001:SoAEntry	SoAEntry	owl:Class	semapv:LLMBasedMatching	Per-control SoA line item
iso42001:AIManagementSystem	AIManagementSystem	owl:Class	skos:closeMatch	close match	iso27001:InformationSecurityManagementSystem	InformationSecurityManagementSystem	owl:Class	semapv:LLMBasedMatching	Both are the top-level Annex SL management-system class (AIMS vs ISMS) with parallel sub-aggregations; domain (AI vs information security) differs
iso42001:AIPolicy	AIPolicy	owl:Class	skos:closeMatch	close match	iso27001:InformationSecurityPolicy	InformationSecurityPolicy	owl:Class	semapv:LLMBasedMatching	Clause 5.2 policy class; structure and slots (policy_statement, policy_objectives_framework, commitment_statements, last/next_policy_review_date, integrated_management_systems) are aligned
iso42001:AIObjective	AIObjective	owl:Class	skos:closeMatch	close match	iso27001:InformationSecurityObjective	InformationSecurityObjective	owl:Class	semapv:LLMBasedMatching	Clause 6.2 objective class; identical lifecycle slots, domain differs
iso42001:AIRisk	AIRisk	owl:Class	skos:closeMatch	close match	iso27001:Risk	Risk	owl:Class	semapv:LLMBasedMatching	Risk entity per Clause 6.1.2; AIRisk specialises with risk_source_category and lifecycle_stage but the core fields are aligned
iso42001:AIRiskAssessment	AIRiskAssessment	owl:Class	skos:closeMatch	close match	iso27001:RiskAssessment	RiskAssessment	owl:Class	semapv:LLMBasedMatching	Clause 8.2 risk-assessment result; both wrap risks_identified, methodology_used, assessment_date
iso42001:AIRiskAssessmentProcess	AIRiskAssessmentProcess	owl:Class	skos:closeMatch	close match	iso27001:RiskAssessmentProcess	RiskAssessmentProcess	owl:Class	semapv:LLMBasedMatching	Clause 6.1.2 risk-assessment process definition; identical structure
iso42001:AIRiskTreatmentPlan	AIRiskTreatmentPlan	owl:Class	skos:closeMatch	close match	iso27001:RiskTreatmentPlan	RiskTreatmentPlan	owl:Class	semapv:LLMBasedMatching	Clause 6.1.3 risk-treatment plan; aligned slots for treatment_actions, risk_owner_approval, residual_risk_acceptance
iso42001:AIRiskTreatmentProcess	AIRiskTreatmentProcess	owl:Class	skos:closeMatch	close match	iso27001:RiskTreatmentProcess	RiskTreatmentProcess	owl:Class	semapv:LLMBasedMatching	Clause 6.1.3 risk-treatment process definition
iso42001:AIReferenceControl	AIReferenceControl	owl:Class	skos:closeMatch	close match	iso27001:SecurityControl	SecurityControl	owl:Class	semapv:LLMBasedMatching	Annex A reference-control entity; ISO 27001 Annex A has 93 controls, ISO 42001 Annex A has 38 AI controls
iso42001:AISystemEvent	AISystemEvent	owl:Class	skos:closeMatch	close match	iso27001:InformationSecurityEvent	InformationSecurityEvent	owl:Class	semapv:LLMBasedMatching	Observed event that may indicate an incident; domain differs (AI system vs information security)
iso42001:AIIncident	AIIncident	owl:Class	skos:closeMatch	close match	iso27001:InformationSecurityIncident	InformationSecurityIncident	owl:Class	semapv:LLMBasedMatching	Incident entity; both share immediate_actions, containment_actions, lessons_learned, post_incident_review
iso42001:AISystemImpactAssessment	AISystemImpactAssessment	owl:Class	skos:relatedMatch	related match	iso27001:RiskAssessment	RiskAssessment	owl:Class	semapv:LLMBasedMatching	ISO 42001-specific AI-system impact assessment (Clause 6.1.4); closest ISO 27001 analogue is a domain-specific risk assessment, but they are not equivalent
iso42001:AISystemImpactAssessmentProcess	AISystemImpactAssessmentProcess	owl:Class	skos:relatedMatch	related match	iso27001:RiskAssessmentProcess	RiskAssessmentProcess	owl:Class	semapv:LLMBasedMatching	Process definition for AI-system impact assessment; related to but distinct from ISMS risk-assessment process
iso42001:AISystem	AISystem	owl:Class	skos:relatedMatch	related match	iso27001:Asset	Asset	owl:Class	semapv:LLMBasedMatching	The AI system is the central object protected by ISO 42001; in ISO 27001 the closest analogue is a managed information asset, but Asset is broader
iso42001:DataResource	DataResource	owl:Class	skos:narrowMatch	narrow match	iso27001:Asset	Asset	owl:Class	semapv:LLMBasedMatching	DataResource is a specific AI-system resource type; Asset is the broader ISO 27001 concept
iso42001:ToolingResource	ToolingResource	owl:Class	skos:narrowMatch	narrow match	iso27001:Asset	Asset	owl:Class	semapv:LLMBasedMatching	Tooling resource (frameworks, IDEs) is a narrower asset type
iso42001:ComputingResource	ComputingResource	owl:Class	skos:narrowMatch	narrow match	iso27001:Asset	Asset	owl:Class	semapv:LLMBasedMatching	Computing resource (training/inference compute) is a narrower asset type
iso42001:HumanResource	HumanResource	owl:Class	skos:narrowMatch	narrow match	iso27001:Asset	Asset	owl:Class	semapv:LLMBasedMatching	Human resource as an AI-pipeline contributor; only loosely analogous to an ISMS Asset
iso42001:SupplierRelationship	SupplierRelationship	owl:Class	skos:relatedMatch	related match	iso27001:InterestedParty	InterestedParty	owl:Class	semapv:LLMBasedMatching	Suppliers are interested parties in ISO 27001 (Annex A.5.19-5.22); ISO 42001 models them as a dedicated class
iso42001:CustomerRelationship	CustomerRelationship	owl:Class	skos:relatedMatch	related match	iso27001:InterestedParty	InterestedParty	owl:Class	semapv:LLMBasedMatching	Customers are interested parties in ISO 27001; ISO 42001 promotes them to a dedicated class
iso42001:ThirdPartyRelationship	ThirdPartyRelationship	owl:Class	skos:relatedMatch	related match	iso27001:InterestedParty	InterestedParty	owl:Class	semapv:LLMBasedMatching	Generic third-party relationship; in ISO 27001 modelled as an InterestedParty subtype
iso42001:ConcernReport	ConcernReport	owl:Class	skos:relatedMatch	related match	iso27001:Nonconformity	Nonconformity	owl:Class	semapv:LLMBasedMatching	ISO 42001 Annex A.10 concern-reporting/whistleblowing channel; no exact ISO 27001 equivalent, but reported concerns often surface as nonconformities
iso42001:id	id	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:id	id	owl:ObjectProperty	semapv:LLMBasedMatching	Identifier slot shared by all NamedEntity instances
iso42001:name	name	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:name	name	owl:ObjectProperty	semapv:LLMBasedMatching	Human-readable name (rdfs:label) on NamedEntity
iso42001:description	description	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:description	description	owl:ObjectProperty	semapv:LLMBasedMatching	Free-text description (dct:description) on NamedEntity
iso42001:version	version	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:version	version	owl:ObjectProperty	semapv:LLMBasedMatching	Document version slot on DocumentedInformation
iso42001:organization	organization	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:organization	organization	owl:ObjectProperty	semapv:LLMBasedMatching	Reference to owning Organization
iso42001:top_management	top_management	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:top_management	top_management	owl:ObjectProperty	semapv:LLMBasedMatching	Annex SL Clause 5.1 top management slot
iso42001:governing_body	governing_body	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:governing_body	governing_body	owl:ObjectProperty	semapv:LLMBasedMatching	Governing body slot (Annex SL Clause 5.1)
iso42001:leadership_commitment_evidence	leadership_commitment_evidence	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:leadership_commitment_evidence	leadership_commitment_evidence	owl:ObjectProperty	semapv:LLMBasedMatching	Evidence of leadership commitment per Clause 5.1
iso42001:scope_statement	scope_statement	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:scope_statement	scope_statement	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 4.3 scope statement
iso42001:scope_boundaries	scope_boundaries	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:scope_boundaries	scope_boundaries	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 4.3 scope boundaries
iso42001:scope_exclusions	scope_exclusions	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:scope_exclusions	scope_exclusions	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 4.3 scope exclusions
iso42001:context_internal_issues	context_internal_issues	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:context_internal_issues	context_internal_issues	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 4.1 internal issues
iso42001:context_external_issues	context_external_issues	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:context_external_issues	context_external_issues	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 4.1 external issues
iso42001:climate_change_relevant	climate_change_relevant	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:climate_change_relevant	climate_change_relevant	owl:ObjectProperty	semapv:LLMBasedMatching	Amd. 1:2024 Clause 4.1 climate-change relevance determination (identical addition in both standards)
iso42001:interested_parties	interested_parties	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:interested_parties	interested_parties	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 4.2 interested parties
iso42001:integrated_management_systems	integrated_management_systems	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:integrated_management_systems	integrated_management_systems	owl:ObjectProperty	semapv:LLMBasedMatching	Integration with other ISO MS standards (Annex SL harmonised approach)
iso42001:ai_policy	ai_policy	owl:ObjectProperty	skos:closeMatch	close match	iso27001:information_security_policy	information_security_policy	owl:ObjectProperty	semapv:LLMBasedMatching	Reference to the MS-specific policy (AI policy vs information security policy)
iso42001:ai_objectives	ai_objectives	owl:ObjectProperty	skos:closeMatch	close match	iso27001:objectives	objectives	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 6.2 objectives slot (AI objectives vs ISMS objectives)
iso42001:ai_risk_assessment_process	ai_risk_assessment_process	owl:ObjectProperty	skos:closeMatch	close match	iso27001:risk_assessment_process	risk_assessment_process	owl:ObjectProperty	semapv:LLMBasedMatching	Reference to the risk-assessment process definition (Clause 6.1.2)
iso42001:ai_risk_treatment_process	ai_risk_treatment_process	owl:ObjectProperty	skos:closeMatch	close match	iso27001:risk_treatment_process	risk_treatment_process	owl:ObjectProperty	semapv:LLMBasedMatching	Reference to the risk-treatment process definition (Clause 6.1.3)
iso42001:ai_risk_assessments	ai_risk_assessments	owl:ObjectProperty	skos:closeMatch	close match	iso27001:risk_assessments	risk_assessments	owl:ObjectProperty	semapv:LLMBasedMatching	Performed risk assessments (Clause 8.2)
iso42001:ai_risk_treatment_plans	ai_risk_treatment_plans	owl:ObjectProperty	skos:closeMatch	close match	iso27001:risk_treatment_plans	risk_treatment_plans	owl:ObjectProperty	semapv:LLMBasedMatching	Risk treatment plans (Clause 8.3)
iso42001:ai_roles	ai_roles	owl:ObjectProperty	skos:closeMatch	close match	iso27001:roles	roles	owl:ObjectProperty	semapv:LLMBasedMatching	Assigned organisational roles (Clause 5.3)
iso42001:aims_changes_required	aims_changes_required	owl:ObjectProperty	skos:closeMatch	close match	iso27001:isms_changes_required	isms_changes_required	owl:ObjectProperty	semapv:LLMBasedMatching	Management-review output: required MS changes (Clause 9.3.3)
iso42001:affected_ai_systems	affected_ai_systems	owl:ObjectProperty	skos:closeMatch	close match	iso27001:affected_assets	affected_assets	owl:ObjectProperty	semapv:LLMBasedMatching	Affected scope of an incident (AI systems vs information assets)
iso42001:resources	resources	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:resources	resources	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 7.1 resources slot
iso42001:competence_records	competence_records	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:competence_records	competence_records	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 7.2 competence records
iso42001:awareness_program	awareness_program	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:awareness_program	awareness_program	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 7.3 awareness programme
iso42001:communication_plan	communication_plan	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:communication_plan	communication_plan	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 7.4 communication plan
iso42001:documented_information_register	documented_information_register	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:documented_information_register	documented_information_register	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 7.5 documented-information register
iso42001:operational_procedures	operational_procedures	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:operational_procedures	operational_procedures	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 8.1 operational procedures
iso42001:planned_changes	planned_changes	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:planned_changes	planned_changes	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 6.3 / 8.1 planned changes
iso42001:monitoring_program	monitoring_program	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:monitoring_program	monitoring_program	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 9.1 monitoring programme
iso42001:internal_audits	internal_audits	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:internal_audits	internal_audits	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 9.2 internal audits
iso42001:management_reviews	management_reviews	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:management_reviews	management_reviews	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 9.3 management reviews
iso42001:nonconformities	nonconformities	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:nonconformities	nonconformities	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 10.2 nonconformities
iso42001:corrective_actions	corrective_actions	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:corrective_actions	corrective_actions	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 10.2 corrective actions
iso42001:improvements	improvements	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:improvements	improvements	owl:ObjectProperty	semapv:LLMBasedMatching	Clause 10.1 continual improvements
iso42001:statement_of_applicability	statement_of_applicability	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:statement_of_applicability	statement_of_applicability	owl:ObjectProperty	semapv:LLMBasedMatching	Reference to the Statement of Applicability per Clause 6.1.3 d)
iso42001:certification_status	certification_status	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:certification_status	certification_status	owl:ObjectProperty	semapv:LLMBasedMatching	Certification status of the MS
iso42001:certification_body	certification_body	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:certification_body	certification_body	owl:ObjectProperty	semapv:LLMBasedMatching	Certification body identifier
iso42001:certification_date	certification_date	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:certification_date	certification_date	owl:ObjectProperty	semapv:LLMBasedMatching	Initial certification date
iso42001:recertification_date	recertification_date	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:recertification_date	recertification_date	owl:ObjectProperty	semapv:LLMBasedMatching	Next recertification date
iso42001:last_policy_review_date	last_policy_review_date	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:last_policy_review_date	last_policy_review_date	owl:ObjectProperty	semapv:LLMBasedMatching	Policy lifecycle slot (Clause 5.2 / 9.3)
iso42001:next_policy_review_date	next_policy_review_date	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:next_policy_review_date	next_policy_review_date	owl:ObjectProperty	semapv:LLMBasedMatching	Policy lifecycle slot (Clause 5.2 / 9.3)
iso42001:related_topic_policies	related_topic_policies	owl:ObjectProperty	skos:exactMatch	exact match	iso27001:related_topic_policies	related_topic_policies	owl:ObjectProperty	semapv:LLMBasedMatching	Topic-specific policies supporting the main policy
iso42001:AuditFindingType	AuditFindingType	owl:Class	skos:exactMatch	exact match	iso27001:AuditFindingType	AuditFindingType	owl:Class	semapv:LLMBasedMatching	Identical enum of audit-finding categories
iso42001:AuditType	AuditType	owl:Class	skos:exactMatch	exact match	iso27001:AuditType	AuditType	owl:Class	semapv:LLMBasedMatching	Identical enum of audit types (internal, external, surveillance, certification)
iso42001:DocumentType	DocumentType	owl:Class	skos:exactMatch	exact match	iso27001:DocumentType	DocumentType	owl:Class	semapv:LLMBasedMatching	Documented-information type enum
iso42001:ImpactRating	ImpactRating	owl:Class	skos:exactMatch	exact match	iso27001:ImpactRating	ImpactRating	owl:Class	semapv:LLMBasedMatching	Shared impact-rating enum
iso42001:ImplementationStatus	ImplementationStatus	owl:Class	skos:exactMatch	exact match	iso27001:ImplementationStatus	ImplementationStatus	owl:Class	semapv:LLMBasedMatching	SoA control implementation-status enum
iso42001:LikelihoodRating	LikelihoodRating	owl:Class	skos:exactMatch	exact match	iso27001:LikelihoodRating	LikelihoodRating	owl:Class	semapv:LLMBasedMatching	Shared likelihood-rating enum
iso42001:RelatedManagementSystem	RelatedManagementSystem	owl:Class	skos:exactMatch	exact match	iso27001:RelatedManagementSystem	RelatedManagementSystem	owl:Class	semapv:LLMBasedMatching	Identical enum of integrated ISO/IEC management-system standards
iso42001:RiskLevel	RiskLevel	owl:Class	skos:exactMatch	exact match	iso27001:RiskLevel	RiskLevel	owl:Class	semapv:LLMBasedMatching	Shared risk-level enum
iso42001:RiskTreatmentOption	RiskTreatmentOption	owl:Class	skos:exactMatch	exact match	iso27001:RiskTreatmentOption	RiskTreatmentOption	owl:Class	semapv:LLMBasedMatching	Clause 6.1.3 risk-treatment-option enum (modify, retain, avoid, share)
iso42001:AnnexAControlId	AnnexAControlId	owl:Class	skos:closeMatch	close match	iso27001:AnnexAControlId	AnnexAControlId	owl:Class	semapv:LLMBasedMatching	Both standards have Annex A control catalogues but with different content (ISO 42001 ~38 AI controls; ISO 27001 ~93 information-security controls); only the structural concept aligns
iso42001:AIIncidentCategory	AIIncidentCategory	owl:Class	skos:closeMatch	close match	iso27001:SecurityIncidentCategory	SecurityIncidentCategory	owl:Class	semapv:LLMBasedMatching	Incident-category enums; categories differ (AI-specific harms vs malware/phishing/etc.) but the modelling intent is identical
